hospital,demand,seed,variant,public_p90_s,bed_p90_s,public_mean_s,bed_mean_s,public_count,bed_count,trips,utilization_pct,clearance_min
dushu,0.6,373,b,51.75292712457158,130.0313198803111,25.57570747509623,64.15074082009087,609,37,572,69.55386375601174,1.9683675545715837
dushu,0.6,431,a,42.78928766314266,61.85693855598902,21.824351092278118,40.520171134726056,640,44,627,77.8672182265891,0.9858256283567244
dushu,0.6,431,b,51.47528239051704,241.69996351636658,27.532984516729947,104.76146365911414,640,44,608,75.27675709190437,1.1044448147561525
dushu,1,13,a,83.05848125162937,106.62092704375482,40.86860136105859,72.62897010220877,1099,75,753,97.12089457446893,1.89018442162566
dushu,1,13,b,75.19366485323192,435.07149404948296,42.77813029299459,196.24508538590064,1099,75,734,93.90523241714965,3.1972241539923743
dushu,1,29,a,81.83497900633883,130.81328270198102,41.06580896534103,80.14052611645543,1062,55,768,96.6702903790264,0.9881361629902737
dushu,1,29,b,74.50676870233363,442.55505778433894,42.198309485191196,174.33728332261046,1062,55,716,88.56510208199597,1.5519426392877298
dushu,1,47,a,77.165699345277,105.48493208414902,40.77187429078011,67.27207496325533,1080,73,753,97.77678809203448,1.1871230095153502
dushu,1,47,b,78.72584117957727,290.4745018937356,43.03306508099166,139.1763090206483,1080,73,728,93.45429141260941,1.553789676182017
dushu,1,71,a,90.64508330026985,104.75923969165727,46.76673251467258,70.72670725474777,1099,80,753,98.60566769237575,1.18913148651712
dushu,1,71,b,76.77411834060649,506.08485396746806,42.52362400593647,236.22057530602996,1099,80,743,95.9596012226121,0.7535696409820655
dushu,1,101,a,79.40719714494124,116.33113156528748,41.47346812156294,73.25627211691143,1108,66,760,97.96984139047673,0.6590979764337741
dushu,1,101,b,72.80771955488265,366.2613942577641,40.26357388101946,159.54815572107424,1108,66,727,91.56260783454935,3.5770124415479283
dushu,1,137,a,81.40281921515525,103.69111017902415,42.704165887583756,67.24419169646468,1075,77,752,97.94314805336025,0.9493384500010204
dushu,1,137,b,72.37522030547207,370.5061060909659,40.82175138456111,169.72790684261338,1075,77,732,94.66658944228294,1.3057039295045192
dushu,1,179,a,81.8597684004244,121.37627531078124,44.09984731025053,76.64333929517898,1066,71,745,96.46511320279137,1.369868785091118
